customerId,comment,orderdate,next_purchase_days,non-meals,total_meat,total_white_meat,total_fish,total_vegetarian,total_vegan,language,totalLunch,TotalDinner,total_discounts,total_vouchers,mealPrice,voucherDiscount,planos,creditos,email_newsletter_weekly,email_marketing,classification,churn
2309,O mix de brigadeiros podias ter tamanhos ligeiramente maiores,2021-02-26T00:00:00Z,15,2,0,0,2,0,0,pt,3,1,0,1,12.9,9.7,0,0,TRUE,TRUE,M,FALSE
2447,O estafeta pensava que eram apenas 2 doses e tive que comprovar que eram 3. Mas foi sempre educado e resolveu a situação.,2021-02-26T00:00:00Z,14,0,0,3,1,1,0,pt,7,0,0,1,45.5,4,0,0,FALSE,FALSE,F,FALSE
2614,"A comida no próprio estabelecimento é melhor, mais saborosa, está tinha pouco sabor.",2021-02-26T00:00:00Z,203,1,0,0,2,0,1,pt,4,0,0,0,30.85,0,0,0,FALSE,FALSE,F,TRUE
2963,"A sopa estava um pouco fria. Mas compreendo que não se consiga fazer uma entrega longe, no meio de várias entregas, e a sopa chegar ainda quente",2021-02-26T00:00:00Z,103,1,0,4,3,0,1,pt,9,0,0,0,58.85,0,0,2,FALSE,FALSE,M,TRUE
3430,Sabor muito intenso a manteiga.,2021-02-26T00:00:00Z,0,1,0,2,0,0,0,pt,3,0,0,0,16.5,0,0,0,FALSE,FALSE,0,FALSE
4475,"feijão duro; arroz sem estar solto, estava grudado aos bocados e o sabor pouco apurado.",2021-02-26T00:00:00Z,0,2,0,1,0,0,0,pt,5,0,0,0,26,0,0,1,TRUE,TRUE,F,FALSE
8429,rolo com muito sabor a carne de porco e pouco tempero.,2021-02-26T00:00:00Z,5,4,0,24,12,0,5,pt,49,0,0,6,285.33,31.92,0,0,TRUE,TRUE,F,FALSE
8470,"Overcooked, not a good taste",2021-02-26T00:00:00Z,4,12,0,3,6,2,4,pt,29,0,0,5,127.17,7.28,0,0,FALSE,FALSE,F,FALSE
8921,A comida era terrível assim como a apresentação.,2021-02-26T00:00:00Z,272,0,0,7,3,2,0,pt,20,0,0,1,124.95,0.5,0,0,TRUE,TRUE,0,TRUE
2308,Não tinha muito sabor.,2021-02-25T00:00:00Z,0,2,0,0,0,0,0,pt,0,3,0,1,10.28,2.57,0,0,FALSE,FALSE,F,FALSE
2338,Picante e pouca quantidade de grão,2021-02-25T00:00:00Z,1,1,0,0,0,2,1,pt,4,0,0,0,23.8,0,0,0,FALSE,FALSE,F,FALSE
2366,.,2021-02-25T00:00:00Z,7,1,0,2,3,0,1,en,8,0,0,0,51.5,0,0,0,TRUE,TRUE,F,FALSE
2367,Comida não estava quente. Estava um pouco seca. O arroz não estava solto.,2021-02-25T00:00:00Z,8,1,0,3,4,2,1,pt,11,0,0,0,66.9,0,0,0,TRUE,TRUE,M,FALSE
2415,As embalagens podiam pelo menos vir num saco de papel. O entregador trazia as embalagens na mão...,2021-02-25T00:00:00Z,0,1,0,0,0,0,0,en,0,2,0,0,9.65,0,0,0,FALSE,FALSE,M,FALSE
2507,Tinha poucos Nachos,2021-02-25T00:00:00Z,0,2,0,1,0,0,0,pt,4,0,1,1,0,1.95,0,0,TRUE,TRUE,F,FALSE
2543,5mims atrasado,2021-02-25T00:00:00Z,5,4,0,4,7,2,0,pt,19,0,0,0,120.15,0,0,0,FALSE,FALSE,0,FALSE
3039,Veio trocado pelo frango indiano,2021-02-25T00:00:00Z,27,20,0,19,2,4,3,pt,43,17,0,5,219.4375,105.81,0,0,FALSE,FALSE,F,FALSE
3136,gostos apenas. nada de mau,2021-02-25T00:00:00Z,0,4,0,2,0,0,1,pt,8,0,0,0,40.1,0,0,0,FALSE,FALSE,M,FALSE
3421,Chegou ligeiramente atrasado e comida fria.,2021-02-25T00:00:00Z,0,0,0,2,0,0,0,pt,4,0,0,3,19.1,5.5,0,0,TRUE,TRUE,M,FALSE
4201,"O tempo de entrega, uma vez que tenho um tempo limitado para almoço devido ao trabalho. Tive de comer à pressa para não me atrasar e nem deu para saborear bem a comida.",2021-02-25T00:00:00Z,0,1,0,1,1,1,0,pt,4,0,0,1,17.55,6.9,0,0,TRUE,TRUE,M,FALSE
5340,muito arroz e pouco do paneer,2021-02-25T00:00:00Z,13,57,0,35,16,14,22,pt,144,0,0,3,639.85,6,0,0,TRUE,TRUE,0,FALSE
5564,almondegas um bocadinho secas,2021-02-25T00:00:00Z,12,25,0,34,10,8,5,pt,99,3,0,3,562.13884,25.12,0,0,FALSE,TRUE,0,FALSE
6574,Cerca de 15 mim de espera no local marcado após ter recebido e-mail a informar de que o estafeta estaria no local.,2021-02-25T00:00:00Z,70,2,0,0,1,1,0,pt,5,0,0,0,24,0,0,0,FALSE,FALSE,F,TRUE
7673,"I wrote it above by mistake, more ingredients (and maybe a stronger taste, may be by personal preference)",2021-02-25T00:00:00Z,57,13,0,12,2,9,5,en,36,7,0,1,206.6,5.9,0,2,FALSE,FALSE,M,TRUE
8844,O pedido chegou apenas quase so arroz,2021-02-25T00:00:00Z,0,3,0,4,1,1,0,pt,8,1,0,5,36.718,12.83,0,0,TRUE,TRUE,F,FALSE
10161,"The lunch box was filled mostly with basmati rice, the quantity of the sauce itself (Spinach and Indian Cheese Curry Masala) was not sufficient",2021-02-25T00:00:00Z,13,5,0,4,3,2,0,en,22,2,0,9,110.3602,20.88,0,3,FALSE,TRUE,F,FALSE
10755,Pouca quantidade de lula,2021-02-25T00:00:00Z,1,29,0,12,9,0,3,pt,38,26,0,2,316.51,12.09,0,0,FALSE,TRUE,M,FALSE
10907,"O motorista que fez o serviço de hoje foi desagradável e um pouco mal educado. Ligaram-me e eu atendi a chamada e disse que ia recolher o almoço. Quando desci, fui informada que o motorista foi rude com a segurança do edifício e até comigo, entregou-me a comida com maus modos, nem me cumprimentou.",2021-02-25T00:00:00Z,7,99,0,152,82,11,2,pt,396,2,0,2,2452.87,2.58,0,0,FALSE,TRUE,0,FALSE
11709,Quantidade e tamanho das lulas (aquem das expectativas vs. fotos),2021-02-25T00:00:00Z,56,8,1,16,31,10,6,pt,79,1,0,11,413.35,32.5,0,4,FALSE,FALSE,F,TRUE
11714,A refeição era quase exclusivamente arroz!,2021-02-25T00:00:00Z,0,2,0,1,0,1,0,pt,4,0,0,0,16.65,0,0,0,FALSE,FALSE,M,FALSE
2463,"Nos tempos que correm, uma entrega sem saco de papel é inadmissível. A refeição ser entregue em mãos não se admite.",2021-02-24T00:00:00Z,32,3,0,2,3,0,0,pt,5,7,0,6,60.41,14.49,0,0,TRUE,TRUE,M,TRUE
2580,"O sabor que nao amei, mas eu sou muito esquisita.",2021-02-24T00:00:00Z,0,2,0,1,0,0,0,pt,0,3,0,0,11.05,0,0,0,TRUE,TRUE,F,FALSE
2756,Não recebi a sobremesa,2021-02-24T00:00:00Z,1,25,0,32,17,10,5,pt,93,0,0,0,532.8,0,0,0,TRUE,TRUE,F,FALSE
2759,muita gordura,2021-02-24T00:00:00Z,1,21,0,22,15,10,4,en,69,4,0,2,403.04,5.31,0,0,TRUE,TRUE,F,FALSE
2840,A quantidade era pequena. Apenas um pouco de arroz e um bróculo. Havia alguns bocados da carne estavam meio crús,2021-02-24T00:00:00Z,12,10,0,6,0,3,0,pt,21,0,0,1,87.6,3.45,0,0,FALSE,FALSE,F,FALSE
3874,Eu recebi dois estrogonofes de frango. E não o rolo de carne.,2021-02-24T00:00:00Z,10,102,0,109,71,46,42,pt,252,187,16,8,2372.3132,66.49,15,17,TRUE,TRUE,F,FALSE
4208,"Cogumelos de lata, galinha de canja e muito aguado",2021-02-24T00:00:00Z,0,1,0,4,1,0,1,pt,8,0,0,2,33.85,12.8,0,0,FALSE,FALSE,0,FALSE
5973,"Não abri imediatamente a porta. Demorei menos de 1 minuto. Recebi uma observação e tom irónico do entregador “eu quando estou à espera de jantar e sei que chegou vou logo a correr”. Estou atrabiliário em casa com uma criança de 2 anos e meio. Não faltei ao respeito. Não tolero nem admito este tipo de observações infelizes e em tom irónico. Sou cliente frequente. Durante a semana faço diversas encomendas. Se este entregador voltar à minha casa ou suceder algo semelhante deixarei de ser cliente. Mais, a comida vinha quase fria e não foi certamente pelo fato do entregador ter esperado um pouco que abrisse a porta. Eu chamei-o não entrada da minha porta porque tinha ido para o lado oposto. Talvez não tenha gostado mas também deveria saber que sendo um 3 direito, a direção quando se sai do elevador é para a direita e não para a esquerda.",2021-02-24T00:00:00Z,6,46,0,88,42,10,19,pt,200,18,0,16,1157.606,112.99,0,0,FALSE,FALSE,M,FALSE
7235,"Wrong order for the third time (that i can recall) in a couple of months. Also the meal was cheaper than the ordered one, for the second time. Please do something to minimize the number of occurences.",2021-02-24T00:00:00Z,0,1,0,32,11,1,1,en,67,2,0,0,439.3,0,0,0,FALSE,FALSE,M,FALSE
8444,nada correu menos bem...,2021-02-24T00:00:00Z,1,0,0,3,0,0,1,pt,7,0,0,0,47.1,0,0,0,TRUE,TRUE,M,FALSE
2321,Falha na morada,2021-02-23T00:00:00Z,0,3,0,0,0,0,0,pt,0,4,0,1,0,15.85,0,0,FALSE,FALSE,M,FALSE
2324,I felt that both the main dish and the brownie were a bit dry despite their great flavour.,2021-02-23T00:00:00Z,0,1,0,0,0,0,0,en,2,0,0,1,5.5,3.3,0,0,TRUE,TRUE,M,FALSE
2442,Correu bem mas não fico totalmente satisfeito apenas com o prato principal.,2021-02-23T00:00:00Z,0,0,0,0,1,0,0,pt,1,0,0,1,2.49,5.81,0,0,FALSE,FALSE,M,FALSE
2553,too much tomato sauce and low on ricotta,2021-02-23T00:00:00Z,8,0,0,8,5,1,1,en,21,0,0,2,142.2125,8.74,0,0,TRUE,TRUE,M,FALSE
2613,A comida deveria vir um pouco mais quente,2021-02-23T00:00:00Z,5,1,0,3,0,0,0,pt,0,6,0,1,33.8,4,0,0,TRUE,TRUE,F,FALSE
2868,salada com demasiado sabor a cebola e salsa com sabores mal integrados,2021-02-23T00:00:00Z,41,15,0,28,8,0,3,pt,17,53,0,1,430.51,1.39,0,0,TRUE,TRUE,M,TRUE
2983,Notificacao entrega vs tempo espera,2021-02-23T00:00:00Z,1,5,0,12,17,1,1,pt,48,1,0,0,316.2,0,0,4,FALSE,FALSE,F,FALSE
4259,O molho Teriyaki deveria ser fornecido à parte.,2021-02-23T00:00:00Z,34,3,0,5,5,0,2,pt,14,1,0,9,65.135,28.16,0,0,TRUE,TRUE,M,TRUE
6051,"Um dos panados, por sinal o maior, estava mal cozinhado, rijo e incomestivel.",2021-02-23T00:00:00Z,2,2,0,20,3,1,1,pt,34,0,0,2,210.925,3.67,0,0,FALSE,FALSE,0,FALSE
6075,O almoço foi indigesto. Apanhei anis inteiro e a sensação foi horrível.,2021-02-23T00:00:00Z,0,1,0,0,0,1,0,pt,2,0,0,0,6.2,0,0,0,TRUE,TRUE,F,FALSE
6298,"Como sempre, a refeição chegou mais de meia hora antes do previsto, depois tenho de aquecer no micro ondas, perdendo alguma qualidade",2021-02-23T00:00:00Z,3,0,0,14,10,1,6,pt,34,9,0,13,255.8189,48.58,0,0,FALSE,TRUE,M,FALSE
6627,Muito pouco Salmão,2021-02-23T00:00:00Z,2,19,0,75,59,5,3,en,165,30,0,8,1226.415,28.64,0,6,TRUE,FALSE,0,FALSE
8990,"Muito pouco salmão, quase nenhum",2021-02-23T00:00:00Z,14,32,0,104,54,5,7,pt,257,9,0,27,1515.85544,101.12,0,4,TRUE,TRUE,0,FALSE
9188,"o tempo de entrega e nao entregaram um dos produtos, tiveram de vir novamente porque se tinham esquecido",2021-02-23T00:00:00Z,15,51,0,67,33,16,16,pt,208,11,0,8,1139.0897,54.71,0,6,TRUE,FALSE,F,FALSE
11738,"Estava tudo saboroso, mas a alheira tinha ossos e cartilagem lá dentro.",2021-02-23T00:00:00Z,3,7,1,21,3,3,0,pt,41,10,0,0,257.69,0,0,0,FALSE,FALSE,M,FALSE
2346,Chegou mais cedo do que a hora indicada,2021-02-22T00:00:00Z,437,1,0,3,0,0,0,pt,4,0,0,2,14.57,9.08,0,0,FALSE,FALSE,0,TRUE
2819,O frango parecia serem restos de frango,2021-02-22T00:00:00Z,2,10,0,17,16,10,1,pt,68,7,1,1,456.55,4,0,0,TRUE,TRUE,0,FALSE
2857,"O prato estava repleto de arroz, mas muito pouco frango. Não tinha muito sabor.",2021-02-22T00:00:00Z,1,0,0,9,0,0,0,pt,13,0,0,2,65.8075,14,0,0,TRUE,TRUE,0,FALSE
2872,Pouca comida,2021-02-22T00:00:00Z,1,0,0,7,15,1,0,pt,44,0,0,1,0,327.2,0,0,FALSE,FALSE,M,FALSE
3083,"Pouco bacalhau, demasiado puré (sendo que este estava demasiado líquido).)",2021-02-22T00:00:00Z,17,9,0,0,9,4,2,pt,7,18,0,5,131.9725,14.22,0,0,FALSE,TRUE,F,FALSE
3088,Entregaram um produto errado,2021-02-22T00:00:00Z,11,12,0,5,0,0,0,pt,22,0,0,4,82.0775,6.42,0,0,FALSE,FALSE,M,FALSE
3213,Estava frio e o molho não era muito saboroso,2021-02-22T00:00:00Z,18,0,0,2,2,1,0,pt,4,1,0,4,26.885,5.66,0,0,TRUE,TRUE,F,FALSE
3314,Não foi o prato que eu mais gostei,2021-02-22T00:00:00Z,2,107,0,89,46,59,56,pt,396,0,0,1,2220.35,6.4,0,18,TRUE,TRUE,M,FALSE
3689,Um pouco picante,2021-02-22T00:00:00Z,29,1,0,4,2,4,0,pt,11,0,0,9,48.3375,26.01,0,0,FALSE,FALSE,0,FALSE
5273,Broa pouco estaladiça,2021-02-22T00:00:00Z,6,6,0,3,8,2,1,pt,9,11,0,3,103.9002,7.9,0,0,FALSE,FALSE,F,FALSE
5788,"Não se trata desta entrega em especifico mas sim em relação a todas as entregas, a comida vem demasiado cedo, se esta no sistema que a comida será entregue entre 12.30 e as 13, deveria ser respeitado esse tempo, hoje a comida foi entregue as 12.11, quando as pessoas vão almocar a comida encontra-se fria",2021-02-22T00:00:00Z,1,96,0,46,41,8,14,pt,230,0,0,4,991.8036,91.61,0,0,FALSE,FALSE,0,FALSE
7362,Veio com pimentos e muitos.  Não gosto de pimentos.  Não estava mencionado na descrição do prato.,2021-02-22T00:00:00Z,10,2,0,0,1,0,0,pt,4,0,0,1,11.85,7.35,0,0,FALSE,TRUE,F,FALSE
11393,"Diria que o prato foi mediano baixo em termos de sabor.. Sendo que 99% das vezes os vossos pratos são top e superiores à ""Marmita"" ;-) este prato parecia um prato ""Marmita""",2021-02-22T00:00:00Z,4,30,0,58,20,26,12,pt,230,0,0,2,1346.895,87.56,0,0,FALSE,FALSE,M,FALSE
2339,tinha muita cebola roxa e cebola caramelizada e por causa disso acho que ficou um bocado enjoativo. De resto estava tudo bom :),2021-02-21T00:00:00Z,128,0,0,1,1,0,0,en,0,2,0,2,9.75,5.55,0,0,TRUE,TRUE,F,TRUE
2441,Muita água mas refrescante,2021-02-21T00:00:00Z,19,3,0,6,0,0,1,pt,7,3,0,3,40.0075,11.98,0,0,FALSE,FALSE,M,FALSE
2659,A entrega demorou muito tempo (21h05) e a comida vinha fria,2021-02-21T00:00:00Z,9,10,0,1,0,0,0,pt,0,20,0,3,83.9425,7.7,0,0,TRUE,TRUE,F,FALSE
2413,"Não é saboroso, muito arroz na porção",2021-02-20T00:00:00Z,3,8,0,2,6,1,1,pt,12,12,1,1,138.1,1.95,0,0,FALSE,FALSE,F,FALSE
2462,Não veio o molho e a carne muito mal passada,2021-02-20T00:00:00Z,90,15,0,2,5,1,1,pt,19,9,1,1,130.925,0.97,0,0,FALSE,FALSE,F,TRUE
2487,Gostei no entanto deveria de ter uns legumes,2021-02-20T00:00:00Z,37,2,0,4,1,2,0,pt,1,11,1,5,60.6825,12.41,0,0,TRUE,TRUE,M,TRUE
2511,Hambúrguer sem molho Não veio o molho dos nachos,2021-02-20T00:00:00Z,3,25,0,10,0,0,0,pt,20,32,1,1,0,46.3,0,0,TRUE,TRUE,M,FALSE
2815,"eu encomendei bolo de chocolate e veio outra totalmente diferente, que eu não gosto. Para além disso a comida chegou fria...",2021-02-20T00:00:00Z,0,1,0,0,0,0,0,pt,0,2,0,0,11.8,0,0,0,FALSE,FALSE,0,FALSE
2848,Um pouco abaixo das expectativas quanto ao sabor,2021-02-20T00:00:00Z,4,48,0,33,41,32,20,pt,148,57,0,6,1159.395,178.95,0,4,TRUE,TRUE,M,FALSE
2968,a entrega passou um pouco as 21.15 mas nada de mais.,2021-02-20T00:00:00Z,56,12,0,11,8,2,1,pt,20,16,1,0,207,0,0,0,TRUE,TRUE,M,TRUE
3002,Não veio o delirium veio um doce de colher e a sopa sabia a queimado,2021-02-20T00:00:00Z,3,35,0,11,19,0,0,en,23,74,1,4,508.25,27.98,0,0,TRUE,TRUE,F,FALSE
3256,Vinha frio. Tinha vitela misturada com fatias de lombo porco estufado. Muito chato ter encontrado 2 tipos de carne diferentes nas doses de vitela. Gera dúvidas sobre a qualidade.,2021-02-20T00:00:00Z,0,0,0,0,1,0,0,pt,0,2,0,1,11.3625,3.79,0,0,FALSE,FALSE,F,FALSE
2351,Encomendamos dois pratos e só veio 1. Sendo a primeira vez que utilizei o serviço não foi um bom cartão de visita,2021-02-19T00:00:00Z,18,9,0,7,4,0,0,pt,25,0,0,1,136.45,2.1,0,0,TRUE,TRUE,F,FALSE
2476,"estava bom, mas já comi melhores vossos",2021-02-19T00:00:00Z,0,0,0,1,0,0,1,pt,2,0,0,0,13.6,0,0,0,TRUE,TRUE,M,FALSE
2538,Sem sabor e puré aguado,2021-02-19T00:00:00Z,74,0,0,0,2,0,0,pt,2,0,0,2,0,18.4,0,0,TRUE,TRUE,0,TRUE
2741,"Massa grossa, parecia crua",2021-02-19T00:00:00Z,19,2,0,5,2,0,0,en,4,7,0,4,48.695,20.35,0,0,FALSE,FALSE,F,FALSE
2940,Sabor não foi o esperado,2021-02-19T00:00:00Z,0,1,0,0,0,0,1,pt,2,0,0,1,6.35,3.45,0,0,TRUE,TRUE,M,FALSE
3442,Muito doce,2021-02-19T00:00:00Z,26,5,0,2,2,2,0,pt,12,0,0,4,44.825,5.42,0,0,TRUE,TRUE,M,FALSE
7480,a couve roxa não estava boa e faltava algum tipo de molho para o hamburger,2021-02-19T00:00:00Z,25,4,0,1,1,0,2,pt,8,0,0,2,35.7,4,0,0,FALSE,FALSE,M,FALSE
9845,Não tive almoco,2021-02-19T00:00:00Z,6,1,0,5,5,0,0,pt,16,0,0,5,76.76,27.14,0,0,TRUE,FALSE,F,FALSE
11379,Cold food,2021-02-19T00:00:00Z,0,0,6,16,1,0,0,en,32,0,0,0,189.4,0,0,1,FALSE,FALSE,M,FALSE
2354,faltaram artigos,2021-02-18T00:00:00Z,1,47,0,0,9,1,1,pt,22,44,0,3,243.025,10.38,0,0,TRUE,TRUE,0,FALSE
2459,Sob rolinhos estavam moles mas em entregas ao domicílio deverá ser difícil conseguir o estaladiço normal.,2021-02-18T00:00:00Z,0,2,0,2,1,0,0,pt,6,0,0,0,32.85,0,0,0,FALSE,FALSE,0,FALSE
2770,As chamuças não estavam estaladiças,2021-02-18T00:00:00Z,29,14,0,5,5,1,1,pt,20,11,0,2,152.9,9.69,0,0,TRUE,TRUE,F,FALSE
3174,Pode ser mais frango no prato indiano,2021-02-18T00:00:00Z,1,18,0,15,12,3,10,pt,66,4,0,0,419.1,0,0,0,FALSE,FALSE,F,FALSE
3176,"Batatas cruas, muita cebola que também estava pouco confeccionada.",2021-02-18T00:00:00Z,1,1,0,6,3,0,0,pt,11,0,0,0,66.35,0,0,0,TRUE,TRUE,F,FALSE
4325,Pouca quantidade / Fraco sabor,2021-02-18T00:00:00Z,1,44,0,12,4,1,0,pt,64,3,0,2,205.3625,11.87,0,0,TRUE,TRUE,M,FALSE
4801,"O frango estava demasiadamente duro, impossível de comer.",2021-02-18T00:00:00Z,1,24,0,22,14,2,7,pt,71,0,0,0,369.65,0,0,12,TRUE,TRUE,F,FALSE
5951,Achei estranha a sugestão de colocar as refeições no elevador. Obviamente que recusei e desci para as receber. Mas leva-me a questionar que hábitos de higiene são utilizados nas restantes etapas desde a confecção até à entrega.,2021-02-18T00:00:00Z,4,4,0,23,12,0,0,pt,56,0,1,4,311.0282,22.5,0,0,FALSE,FALSE,0,FALSE
2389,Tinha uma expectativas maior,2021-02-17T00:00:00Z,0,0,0,2,0,0,0,pt,2,0,0,0,14.35,0,0,0,FALSE,FALSE,M,FALSE
2519,Achei q o frango era grelhado e n de churrasco,2021-02-17T00:00:00Z,14,4,0,7,2,0,0,pt,14,0,0,1,75.5625,3.08,0,0,TRUE,TRUE,F,FALSE
2588,Correu tudo bem,2021-02-17T00:00:00Z,10,5,0,2,1,0,0,pt,0,10,0,0,45,0,0,0,TRUE,TRUE,F,FALSE
4657,"Tinha muita batata e pouca carne (2/3 pedaços). Sugestão de separar os dois para empratamento, imagino que se estiver tudo misturado este tipo de situações pode acontecer com facilidade.",2021-02-17T00:00:00Z,9,3,0,10,13,4,4,pt,41,0,0,18,212.0443,60.63,0,0,TRUE,TRUE,F,FALSE
5224,Atrasado,2021-02-17T00:00:00Z,2,9,0,37,27,7,1,pt,95,6,0,2,663.1201,2.33,0,0,TRUE,TRUE,F,FALSE
7684,Muito acido o sumo e nao tao doce,2021-02-17T00:00:00Z,1,86,0,12,47,19,35,pt,199,2,0,9,861.4998,46.5,0,0,FALSE,TRUE,M,FALSE
10111,Correu bem,2021-02-17T00:00:00Z,14,13,0,4,20,6,6,pt,39,14,0,1,334.4,0.5,0,0,FALSE,FALSE,F,FALSE
11394,muita massa poucos vegetais,2021-02-17T00:00:00Z,7,2,0,24,7,6,9,pt,52,0,0,7,269.7232,47.79,0,3,FALSE,FALSE,F,FALSE
2372,Um pouco gorduroso,2021-02-16T00:00:00Z,29,1,0,3,0,1,2,pt,5,3,0,0,47.9,0,0,0,FALSE,FALSE,M,FALSE
2406,Salgado,2021-02-16T00:00:00Z,16,0,0,1,2,0,0,en,4,0,0,0,29.05,0,0,0,TRUE,TRUE,M,FALSE
2440,It arrived quite late (13h10) and the driver mixed up my order with another one.,2021-02-16T00:00:00Z,7,5,0,2,7,0,0,en,14,0,0,0,79.7,0,0,0,FALSE,FALSE,F,FALSE
2515,O Polvo não estava bem limpo,2021-02-16T00:00:00Z,15,11,0,11,3,0,2,pt,30,0,0,1,165.0375,3.46,0,0,TRUE,TRUE,M,FALSE
2517,A lasanha estava um pouco seca e os cogumelos pareciam de lata.,2021-02-16T00:00:00Z,3,2,0,0,1,2,0,pt,5,0,0,2,16.95,10.45,0,0,FALSE,FALSE,F,FALSE
3357,Main dish not too warm. The starter was not very .,2021-02-16T00:00:00Z,16,10,0,0,3,1,1,en,9,6,2,0,31.65,0,0,0,FALSE,FALSE,M,FALSE
3710,Pouco saboroso,2021-02-16T00:00:00Z,8,3,0,1,3,2,1,pt,8,2,0,1,50.2,5.9,0,0,FALSE,FALSE,M,FALSE
4934,It was OK flavor but very small portion.,2021-02-16T00:00:00Z,0,0,0,0,0,0,1,en,0,2,0,1,9.75,3.26,0,0,FALSE,FALSE,M,FALSE
2379,A MOUSSE VINHA LIQUIDA,2021-02-15T00:00:00Z,0,1,0,1,1,0,0,pt,0,3,0,1,8.85,5.9,0,0,TRUE,TRUE,0,FALSE
2388,Só achei que podia ser melhor servido .. de resto estava ótimo,2021-02-15T00:00:00Z,0,0,0,2,0,0,0,pt,1,1,0,0,13,0,0,0,FALSE,FALSE,F,FALSE
2417,Salty,2021-02-15T00:00:00Z,35,0,0,1,1,0,1,en,3,0,0,0,21.2,0,0,0,FALSE,FALSE,M,TRUE
2427,Tinha muita lima o molho,2021-02-15T00:00:00Z,0,1,0,0,0,0,1,pt,2,0,0,0,10.15,0,0,0,FALSE,FALSE,0,FALSE
2551,Estavam frias... :(,2021-02-15T00:00:00Z,4,7,0,2,3,2,2,pt,16,9,1,6,140.4425,18.35,0,0,TRUE,TRUE,F,FALSE
2707,O arroz estava salgado,2021-02-15T00:00:00Z,61,24,0,3,14,1,1,pt,19,29,0,1,244.94,6.66,0,0,TRUE,TRUE,M,TRUE
2826,O estafeta trocou os pedidos depois de já ter aberto a embalagem e as doses são pequenas para adulto,2021-02-15T00:00:00Z,0,5,0,0,2,0,1,pt,9,0,0,2,38.2,2.7,0,0,TRUE,TRUE,F,FALSE
3026,A hora da entrega,2021-02-15T00:00:00Z,42,7,0,4,1,0,0,pt,14,0,0,1,55.6,1.95,0,0,TRUE,TRUE,F,TRUE
3452,"Chamar este prato de PadThai é um absurdo. ZERO gosto de Padthai, muito sem graça.",2021-02-15T00:00:00Z,1,25,0,0,4,4,19,en,52,0,0,8,211.035,33.51,0,1,FALSE,FALSE,M,FALSE
4401,Fraco. Quase só pure,2021-02-15T00:00:00Z,20,5,0,26,14,9,11,pt,25,42,0,26,356.4525,75.35,0,0,TRUE,TRUE,0,FALSE
4626,Super salgado e oleoso,2021-02-15T00:00:00Z,1,79,0,108,73,24,36,pt,396,0,3,5,2248.8,4.5,2,2,FALSE,FALSE,0,FALSE
5246,Estava bom mas eu tipo de pratos que fica mole no transporte,2021-02-15T00:00:00Z,0,0,0,3,5,2,1,pt,9,4,0,3,79.0856,7.46,0,0,FALSE,FALSE,F,FALSE
5693,Estavam geladas,2021-02-15T00:00:00Z,1,3,0,9,2,0,0,pt,23,0,0,0,140.25,0,0,0,FALSE,TRUE,F,FALSE
5961,Mais de metade da vitela era gordura e partes moles.,2021-02-15T00:00:00Z,7,0,0,26,24,5,8,pt,80,1,1,6,465.4441,44.45,0,0,TRUE,FALSE,F,FALSE
9275,amount of food,2021-02-15T00:00:00Z,52,7,0,44,8,2,0,pt,70,1,0,18,367.4803,39.56,0,3,FALSE,TRUE,M,TRUE
2467,Não exatidão de que horas chegaria a comida,2021-02-14T00:00:00Z,25,3,0,2,0,0,0,pt,0,5,0,2,16.36,4.29,0,0,TRUE,TRUE,M,FALSE
2807,O empadão era uma dose pequena,2021-02-14T00:00:00Z,470,4,0,2,1,0,0,pt,3,7,0,0,52.2,0,0,0,FALSE,FALSE,F,TRUE
3021,"Poucos nachos, sem sabor a chipotle.",2021-02-14T00:00:00Z,2,12,0,35,15,3,0,pt,73,3,0,5,442.99,8.85,0,0,FALSE,FALSE,0,FALSE
3352,Vinham 5 nachos. Achei a quantidade muito reduzida ao contrário do que está na publicidade.,2021-02-14T00:00:00Z,0,1,0,0,0,1,0,pt,0,3,0,0,19,0,0,0,FALSE,TRUE,M,FALSE
3994,"Encomendei 3 Chipotle Burger com Nachos, vieram sem maionese de abacate",2021-02-14T00:00:00Z,12,13,0,2,2,0,0,pt,20,3,0,3,90.9,8.1,0,0,TRUE,TRUE,M,FALSE
2394,Poderia ter mais tempero e mais 2 almôndegas,2021-02-13T00:00:00Z,0,0,0,0,0,1,0,pt,0,1,0,0,5.9,0,0,0,FALSE,FALSE,F,FALSE
2435,"O bobó estava ralo, quase sem sabor. Não era um bobó de camarão como o brasileiro.",2021-02-13T00:00:00Z,0,3,0,3,1,0,0,pt,0,7,0,2,27.9375,6.61,0,0,FALSE,FALSE,F,FALSE
2449,Sabor diferente do esperado,2021-02-13T00:00:00Z,0,1,0,0,1,1,0,pt,0,3,0,1,13.35,2.95,0,0,FALSE,FALSE,M,FALSE
5008,Sabor e confeção,2021-02-13T00:00:00Z,35,2,0,0,2,0,0,pt,0,5,0,1,20.3,14.9,0,0,FALSE,FALSE,0,TRUE
5995,Hambúrguer estava muito salgado,2021-02-13T00:00:00Z,454,1,0,12,22,2,0,pt,45,3,0,4,278.5944,37.67,0,0,FALSE,FALSE,F,TRUE
2397,Proteção individual ausente (máscara). Numa altura como esta não se pode facilitar.,2021-02-12T00:00:00Z,0,3,0,0,0,0,0,pt,0,4,0,0,14.45,0,0,0,FALSE,FALSE,M,FALSE
